Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
201597UD02406,1,1,1,1,29,6,3,0,0,0,0,0,3,2,-1
201597UD02407,2,1,1,1,74,10,3,0,0,0,0,0,1,1,-1
201597UD02412,1,1,3,1,47,8,3,10,9,0,0,0,0,-1,-1
201597UD02501,1,1,1,1,35,6,3,0,0,0,0,0,9,1,-1
201597UD02502,2,1,2,2,54,8,3,0,0,1,0,0,9,1,-1
201597UD02502,2,2,1,1,82,11,3,0,0,0,0,0,9,1,-1
201597UD02508,1,1,3,1,15,3,3,1,3,0,0,0,0,3,-1
201597UD02509,1,1,3,1,26,6,3,5,3,0,0,0,0,3,-1
201597UD02511,1,1,1,2,60,9,3,0,0,0,0,0,9,1,-1
201597UD02604,2,1,1,2,28,6,3,0,0,0,0,0,9,1,-1
201597UD02607,2,1,1,1,34,6,3,0,0,0,0,0,3,1,-1
201597UD02611,1,1,1,2,21,5,3,0,0,0,0,0,9,1,-1
201597UD02701,1,1,2,1,28,6,1,0,0,1,0,0,9,2,-1
201597UD02701,1,2,1,2,21,5,1,0,0,0,0,0,9,2,-1
201597UD02701,2,3,1,1,50,8,3,0,0,0,0,0,8,1,-1
201597UD02706,1,1,1,1,27,6,2,0,0,0,0,0,4,-1,-1
201597UD02803,1,1,1,1,17,4,3,0,0,0,0,0,9,-1,-1
201597UD02805,2,1,2,2,25,5,3,0,0,2,0,0,8,1,-1
201597UD02808,1,1,2,1,18,4,3,0,0,1,0,0,9,1,-1
201597UD02811,1,1,3,1,24,5,2,7,3,0,0,0,0,1,-1
201597UD02905,2,1,2,1,21,5,3,0,0,1,0,0,9,-1,-1
201597UD03006,2,1,1,2,55,8,2,0,0,0,0,0,1,1,-1
201597UD03107,1,1,3,2,66,10,2,5,1,0,0,0,0,1,-1
201597UD03108,1,1,3,1,61,9,3,5,3,0,0,0,0,1,-1
201597UD03202,1,1,1,2,37,7,2,0,0,0,0,0,9,-1,-1
201597UD03203,3,1,1,2,32,6,3,0,0,0,0,0,9,2,-1
201597UD03209,1,1,2,2,30,6,3,0,0,1,0,0,9,-1,-1
201597UD03209,1,2,1,2,30,6,3,0,0,0,0,0,9,-1,-1
201597UD03211,2,1,1,2,19,4,3,0,0,0,0,0,9,3,-1
201597UD03301,2,1,1,1,18,4,3,0,0,0,0,0,9,1,-1
201597UD03302,2,1,1,2,45,7,3,0,0,0,0,0,9,3,-1
201597UD03304,1,2,2,1,56,9,3,0,0,1,0,0,9,3,-1
201597UD03304,2,1,1,1,57,9,3,0,0,0,0,0,8,1,-1
201597UD03405,1,1,1,1,23,5,3,0,0,0,0,0,19,1,-1
201597UD03406,1,1,3,1,67,10,3,5,3,0,0,0,0,-1,-1
201597UD03406,1,2,3,1,68,10,3,5,3,0,0,0,0,-1,-1
201597UD03407,1,1,1,1,41,7,3,0,0,0,0,0,9,2,-1
201597UD03611,1,1,3,1,57,9,3,5,2,0,0,0,0,-1,-1
201597UD03704,2,1,1,2,39,7,3,0,0,0,0,0,9,2,-1
201597UD03705,2,1,1,1,55,8,3,0,0,0,0,0,9,3,-1
201597UD03706,1,1,1,1,31,6,2,0,0,0,0,0,4,2,-1
201597UD03709,1,1,3,1,45,7,3,5,1,0,0,0,0,2,-1
201597UD03801,1,1,1,2,21,5,3,0,0,0,0,0,9,1,-1
201597UD03802,1,1,3,1,20,4,3,7,4,0,0,0,0,1,-1
201597UD03808,1,2,2,1,21,5,3,0,0,1,0,0,9,3,-1
201597UD03808,2,1,1,2,47,8,2,0,0,0,0,0,9,3,-1
201597UD03902,2,1,1,1,32,6,3,0,0,0,0,0,9,-1,-1
201597UD03905,1,1,1,1,58,9,3,0,0,0,0,0,21,1,1
201597UD04005,1,1,1,2,32,6,2,0,0,0,0,0,9,3,-1
201597UD04011,1,1,1,1,34,6,3,0,0,0,0,0,9,3,-1
201597UD04101,2,1,1,2,56,9,3,0,0,0,0,0,9,1,-1
201597UD04103,2,1,2,1,6,2,3,0,0,2,0,0,9,-1,-1
201597UD04103,2,2,1,2,48,8,3,0,0,0,0,0,9,-1,-1
201597UD04105,1,2,1,2,36,7,3,0,0,0,0,0,9,1,-1
201597UD04105,1,3,2,2,25,5,3,0,0,1,0,0,9,-1,-1
201597UD04105,2,1,1,2,57,9,3,0,0,0,0,0,9,1,-1
201597UD04304,1,1,1,1,50,8,3,0,0,0,0,0,5,1,-1
201597UD04307,1,1,1,2,22,5,3,0,0,0,0,0,9,2,-1
201597UD04311,1,1,1,2,78,11,2,0,0,0,0,0,9,2,-1
201597UD04311,1,2,2,2,65,9,3,0,0,1,0,0,9,-1,-1
201597UD04401,2,1,1,2,32,6,3,0,0,0,0,0,9,1,-1
201597UD04403,1,1,2,2,69,10,3,0,0,0,4,0,11,-1,-1
201597UD04405,2,1,2,2,51,8,3,0,0,1,0,0,9,3,-1
201597UD04406,1,1,3,2,59,9,3,8,1,0,0,0,0,1,-1
201597UD04407,1,1,1,2,19,4,3,0,0,0,0,0,9,2,-1
201597UD04501,2,1,1,1,68,10,3,0,0,0,0,0,8,3,-1
201597UD04503,1,1,2,2,20,4,3,0,0,1,0,0,9,2,-1
201597UD04605,2,1,1,1,44,7,3,0,0,0,0,0,1,3,-1
201597UD04607,1,1,1,1,37,7,3,0,0,0,0,0,19,1,-1
201597UD04611,1,1,3,1,32,6,3,8,1,0,0,0,0,2,-1
201597UD04612,1,1,3,1,20,4,3,5,1,0,0,0,0,1,-1
201597UD04702,1,1,2,2,20,4,3,0,0,1,0,0,9,2,-1
201597UD04702,1,2,2,2,20,4,3,0,0,2,0,0,9,3,-1
201597UD04711,2,1,2,2,22,5,3,0,0,2,0,0,9,2,-1
201597UD04711,2,2,2,2,27,6,3,0,0,1,0,0,9,2,-1
201597UD04711,2,3,1,2,30,6,3,0,0,0,0,0,9,3,-1
201597UD04803,2,1,1,1,53,8,3,0,0,0,0,0,1,1,-1
201597UD04809,2,1,1,1,37,7,3,0,0,0,0,0,9,1,-1
201597UD04901,1,1,1,1,41,7,3,0,0,0,0,0,9,-1,-1
201597UD04904,1,1,1,1,22,5,3,0,0,0,0,0,9,1,-1
201597UD04909,2,1,1,1,25,5,3,0,0,0,0,0,5,3,-1
201597UD05002,2,1,2,2,19,4,3,0,0,1,0,0,9,1,-1
201597UD05002,2,2,1,2,18,4,3,0,0,0,0,0,9,-1,-1
201597UD05003,2,1,1,1,55,8,3,0,0,0,0,0,9,1,-1
201597UD05011,1,1,1,1,46,8,3,0,0,0,0,0,21,1,-1
201597UD05109,2,1,2,2,30,6,3,0,0,0,4,0,11,1,9
201597UD05202,1,1,3,2,12,3,3,4,2,0,0,0,0,-1,-1
201597UD05203,1,1,1,1,49,8,2,0,0,0,0,0,9,1,-1
201597UD05203,2,2,1,1,19,4,3,0,0,0,0,0,20,-1,-1
201597UD05204,1,1,1,1,54,8,3,0,0,0,0,0,9,3,-1
201597UD05209,1,1,3,2,71,10,3,5,3,0,0,0,0,1,-1
201597UD05212,1,1,1,1,52,8,2,0,0,0,0,0,9,-1,-1
201597UD05304,2,1,2,2,10,2,3,0,0,2,0,0,9,2,-1
201597UD05308,1,1,1,1,25,5,3,0,0,0,0,0,9,-1,-1
201597UD05309,2,1,1,1,49,8,3,0,0,0,0,0,9,1,-1
201597UD05403,2,1,1,2,34,6,3,0,0,0,0,0,9,1,-1
201597UD05408,2,1,1,2,47,8,3,0,0,1,0,0,9,3,-1
201597UD05408,2,2,2,2,47,8,3,0,0,0,0,0,9,3,-1
201597UD05409,1,1,1,1,47,8,3,0,0,0,0,0,4,-1,-1
201597UD05612,1,1,2,1,1,1,3,0,0,2,0,0,9,2,-1
201597UD05612,1,2,2,1,22,5,3,0,0,1,0,0,9,2,-1
201597UD05704,1,1,3,1,12,3,3,9,9,0,0,0,0,3,-1
201597UD05712,2,1,2,2,21,5,3,0,0,1,0,0,9,3,-1
201597UD05712,2,2,1,2,21,5,3,0,0,0,0,0,9,3,-1
201597UD05912,2,1,2,1,16,4,3,0,0,1,0,0,9,1,-1
201597UD06110,2,1,1,1,52,8,3,0,0,0,0,0,9,3,-1
201597UD06204,2,1,1,1,25,5,3,0,0,0,0,0,3,1,-1
201597UD06312,2,1,1,2,74,10,3,0,0,0,0,0,9,3,-1
201597UD06612,2,1,1,2,29,6,3,0,0,0,0,0,9,3,-1
201597UD06804,1,1,3,1,23,5,3,6,9,0,0,0,0,1,1
201597UD70108,1,1,1,1,27,6,3,0,0,0,0,0,5,1,1
201597UD70109,1,1,1,2,71,10,3,0,0,0,0,0,9,1,-1
201597UD70112,1,1,1,1,19,4,2,0,0,0,0,0,9,-1,-1
201597UD70208,1,2,1,2,21,5,2,0,0,0,0,0,9,1,-1
201597UD70208,2,1,1,1,43,7,2,0,0,0,0,0,9,3,-1
201597UD70211,1,1,3,1,51,8,2,9,8,0,0,1,0,3,-1
201597UD70212,1,1,1,1,22,5,2,0,0,0,0,0,9,3,-1
201597UD70308,2,1,2,1,44,7,3,0,0,1,0,0,9,-1,-1
201597UD70309,2,1,1,2,39,7,3,0,0,0,0,0,9,-1,-1
201597UD70310,2,1,1,1,45,7,2,0,0,0,0,0,9,1,-1
201597UD70405,1,1,2,1,23,5,2,0,0,1,0,0,9,2,-1
201597UD70406,1,1,1,1,70,10,1,0,0,0,0,0,21,-1,-1
201597UD70408,2,1,2,2,29,6,3,0,0,1,0,0,9,1,-1
201597UD70409,1,1,1,1,49,8,1,0,0,0,0,0,9,-1,-1
201597UD70411,1,1,1,2,82,11,2,0,0,0,0,0,9,3,-1
201597UD70411,2,2,1,1,66,10,3,0,0,0,0,0,9,1,-1
201597UD70411,2,3,2,2,57,9,3,0,0,1,0,0,9,1,-1
201597UD70412,2,1,1,1,27,6,3,0,0,0,0,0,9,1,-1
201597UD70412,2,2,2,1,50,8,3,0,0,1,0,0,9,-1,-1
201597UD70505,1,1,2,2,59,9,2,0,0,1,0,0,9,1,-1
201597UD70505,1,3,1,1,59,9,3,0,0,0,0,0,9,1,-1
201597UD70505,2,2,1,1,62,9,3,0,0,0,0,0,9,3,-1
201597UD70508,1,1,1,1,41,7,2,0,0,0,0,0,1,-1,-1
201597UD70511,1,1,3,1,71,10,1,5,9,0,0,0,0,1,-1
201597UD70512,1,2,2,1,11,3,2,0,0,2,0,0,9,3,-1
201597UD70512,1,3,2,2,13,3,3,0,0,1,0,0,9,3,-1
201597UD70512,1,4,1,1,35,6,3,0,0,0,0,0,9,3,-1
201597UD70512,2,1,1,2,49,8,2,0,0,0,0,0,9,1,-1
201597UD70605,1,2,1,1,28,6,2,0,0,0,0,0,9,2,-1
201597UD70605,2,3,1,1,44,7,3,0,0,0,0,0,9,2,-1
201597UD70605,3,1,1,1,43,7,2,0,0,0,0,0,19,3,-1
201597UD70606,2,2,2,1,45,7,3,0,0,1,0,0,9,-1,-1
201597UD70606,2,3,2,1,73,10,3,0,0,1,0,0,9,-1,-1
201597UD70606,2,4,2,1,44,7,3,0,0,1,0,0,9,-1,-1
201597UD70606,2,5,2,1,15,3,3,0,0,1,0,0,9,-1,-1
201597UD70606,4,1,1,1,27,6,3,0,0,0,0,0,9,-1,-1
201597UD70610,1,1,3,2,39,7,2,1,1,0,0,0,0,1,-1
201597UD70706,1,1,1,2,29,6,3,0,0,0,0,0,9,1,-1
201597UD70708,1,1,1,1,45,7,3,0,0,0,0,0,20,1,-1
201597UD70709,2,1,1,1,47,8,3,0,0,0,0,0,4,1,-1
201597UD70711,1,1,1,1,25,5,2,0,0,0,0,0,9,1,-1
201597UD70711,2,2,1,2,23,5,3,0,0,0,0,0,9,1,-1
201597UD70711,2,3,2,1,48,8,3,0,0,1,0,0,9,1,-1
201597UD70807,1,2,1,2,35,6,3,0,0,0,0,0,9,3,-1
201597UD70807,2,1,1,1,40,7,3,0,0,0,0,0,9,1,-1
201597UD70809,1,1,1,1,24,5,2,0,0,0,0,0,9,-1,-1
201597UD70812,1,1,3,1,38,7,2,6,8,0,0,0,0,3,-1
201597UD70907,1,2,1,1,79,11,3,0,0,0,0,0,9,1,-1
201597UD70907,2,1,1,2,39,7,3,0,0,0,0,0,9,1,-1
201597UD70908,2,1,1,1,36,7,3,0,0,0,0,0,9,1,-1
201597UD70910,2,1,1,1,48,8,3,0,0,0,0,0,3,1,-1
201597UD70911,1,1,3,2,79,11,3,4,1,0,0,0,0,1,-1
201597UD70911,1,2,3,2,33,6,3,4,1,0,0,0,0,1,-1
201597UD70912,1,1,1,2,57,9,2,0,0,0,0,0,9,1,-1
201597UD71008,1,1,1,1,57,9,1,0,0,0,0,0,5,2,-1
201597UD71009,1,1,1,1,20,4,3,0,0,0,0,0,9,1,-1
201597UD71012,1,1,1,1,60,9,3,0,0,0,0,0,9,1,-1
201597UD71108,2,1,2,1,49,8,2,0,0,1,0,0,9,1,-1
201597UD71108,2,2,1,1,21,5,3,0,0,0,0,0,9,1,-1
201597UD71207,2,1,1,1,33,6,3,0,0,0,0,0,1,1,-1
201597UD71208,1,1,1,1,60,9,3,0,0,0,0,0,9,1,-1
201597UD71307,1,2,1,1,19,4,3,0,0,0,0,0,9,1,-1
201597UD71307,2,1,1,1,51,8,3,0,0,0,0,0,9,3,-1
201597UD71308,1,1,2,2,71,10,2,0,0,1,0,0,9,1,-1
201597UD71308,1,2,1,1,73,10,2,0,0,0,0,0,9,1,-1
201597UD71308,2,3,1,1,37,7,3,0,0,0,0,0,9,-1,-1
201597UD71311,1,2,1,1,87,11,3,0,0,0,0,0,9,1,-1
201597UD71311,2,1,1,2,53,8,3,0,0,0,0,0,9,1,-1
201597UD71407,1,1,2,1,4,1,3,0,0,1,0,0,9,1,-1
201597UD71407,1,2,1,2,21,5,3,0,0,0,0,0,9,-1,-1
201597UD71412,1,1,1,1,21,5,3,0,0,0,0,0,9,1,-1
201597UD71607,2,1,2,2,51,8,3,0,0,2,0,0,9,3,-1
201597UD71807,1,1,3,1,18,4,3,5,1,0,0,0,0,3,-1
2015981100915,2,1,1,1,42,7,3,0,0,0,0,0,9,1,-1
2015981100915,2,2,2,2,40,7,3,0,0,1,0,0,9,1,-1
2015981102215,1,1,2,2,19,4,3,0,0,1,0,0,9,2,-1
2015981102615,1,1,1,1,17,4,2,0,0,0,0,0,3,3,-1
2015981103415,1,1,1,1,25,5,2,0,0,0,0,0,9,1,-1
2015981103815,1,1,1,1,26,6,3,0,0,0,0,0,9,3,-1
2015981103815,1,2,2,1,24,5,2,0,0,1,0,0,9,3,-1
2015981104415,1,1,3,1,14,3,3,5,4,0,0,0,0,-1,-1
2015981104715,1,1,1,1,20,4,2,0,0,0,0,0,9,3,-1
2015981104715,2,2,2,1,28,6,3,0,0,1,0,0,9,1,-1
2015981104715,2,3,2,1,28,6,3,0,0,2,0,0,9,1,-1
2015981105315,2,1,1,2,23,5,3,0,0,0,0,0,9,1,-1
2015981105315,2,2,2,2,28,6,3,0,0,2,0,0,9,3,-1
2015981105915,1,1,1,2,66,10,2,0,0,0,0,0,9,2,-1
2015981106015,2,1,1,2,80,11,2,0,0,0,0,0,9,1,-1
2015981106015,2,2,2,2,81,11,3,0,0,1,0,0,9,1,-1
2015981106015,2,3,2,2,82,11,3,0,0,2,0,0,9,1,-1
2015981106215,1,1,1,1,25,5,3,0,0,0,0,0,1,1,-1
2015981107115,1,1,1,1,25,5,1,0,0,0,0,0,9,3,-1
2015981107115,1,2,2,1,18,4,1,0,0,1,0,0,9,3,-1
2015981107215,1,1,3,1,59,9,2,7,3,0,0,0,0,1,-1
2015981107515,1,1,1,1,72,10,3,0,0,0,0,0,9,2,-1
2015981107815,1,2,2,2,56,9,3,0,0,2,0,0,8,-1,-1
2015981107815,2,1,2,2,57,9,3,0,0,1,0,0,9,1,4
2015981107915,1,1,1,2,47,8,3,0,0,0,0,0,9,1,-1
2015981108515,1,1,1,2,73,10,3,0,0,0,0,0,9,3,-1
2015981108715,2,1,1,2,37,7,3,0,0,0,0,0,9,3,-1
2015981109215,1,1,1,2,53,8,3,0,0,0,0,0,9,1,-1
2015981109515,2,1,1,1,52,8,1,0,0,0,0,0,5,3,-1
2015981109815,2,1,1,1,39,7,3,0,0,0,0,0,21,-1,-1
2015981109915,1,1,1,1,49,8,3,0,0,0,0,0,19,1,-1
2015981109915,1,2,2,1,39,7,3,0,0,1,0,0,19,3,-1
2015981110215,1,1,1,1,18,4,2,0,0,0,0,0,19,3,-1
2015981110515,1,1,1,2,45,7,3,0,0,0,0,0,9,1,-1
2015981110515,1,2,2,2,76,11,3,0,0,1,0,0,9,1,-1
2015981110615,1,1,2,2,75,10,3,0,0,1,0,0,9,3,-1
2015981111115,1,1,1,2,17,4,3,0,0,0,0,0,9,3,-1
2015981111815,2,1,2,2,59,9,3,0,0,1,0,0,9,3,-1
2015981111915,2,1,1,1,59,9,3,0,0,0,0,0,9,1,-1
2015981112915,1,1,1,2,58,9,3,0,0,0,0,0,9,3,-1
2015981112915,2,2,1,2,29,6,3,0,0,0,0,0,9,1,4
2015981112915,3,3,1,1,58,9,3,0,0,0,0,0,9,1,-1
2015981113815,1,1,1,2,25,5,3,0,0,0,0,0,9,1,-1
2015981113815,2,2,1,2,26,6,3,0,0,0,0,0,9,1,-1
2015981113815,2,3,2,2,24,5,3,0,0,1,0,0,9,1,-1
2015981113915,1,1,1,1,37,7,3,0,0,0,0,0,9,3,-1
2015981114215,1,1,1,1,74,10,3,0,0,0,0,0,5,-1,-1
2015981114715,1,1,3,2,51,8,2,9,9,0,0,0,0,1,-1
2015981117515,1,1,2,1,22,5,3,0,0,1,0,0,9,1,-1
2015981117915,1,1,1,1,73,10,2,0,0,0,0,0,9,3,-1
2015981118315,1,1,1,1,30,6,3,0,0,0,0,0,21,3,-1
2015981118315,1,2,2,1,23,5,3,0,0,1,0,0,21,3,-1
2015981118315,1,3,2,1,30,6,3,0,0,1,0,0,21,1,-1
2015981118915,1,1,3,2,74,10,3,10,9,0,0,0,0,1,-1
2015981119215,1,1,1,1,32,6,3,0,0,0,0,0,9,1,-1
2015981120115,1,1,2,2,18,4,3,0,0,1,0,0,9,2,-1
2015981120515,1,1,1,2,52,8,3,0,0,0,0,0,9,3,-1
2015981120615,1,1,1,2,46,8,3,0,0,0,0,0,9,1,-1
2015981120915,2,1,1,1,67,10,3,0,0,0,0,0,9,1,-1
2015981121715,1,1,1,1,74,10,3,0,0,0,0,0,9,2,-1
2015981121815,1,1,1,1,19,4,3,0,0,0,0,0,9,2,-1
2015982100215,2,1,1,1,21,5,3,0,0,0,0,0,3,2,-1
2015982101015,1,1,1,1,34,6,3,0,0,0,0,0,9,2,-1
2015982101015,1,2,2,1,4,1,3,0,0,2,0,0,9,2,-1
2015982101615,1,1,3,2,33,6,3,5,2,0,0,0,0,2,-1
2015982102015,1,1,1,2,63,9,2,0,0,0,0,0,9,2,-1
2015982102015,2,2,1,1,61,9,3,0,0,0,0,0,9,1,5
2015982102715,1,1,1,1,42,7,3,0,0,0,0,0,9,2,-1
2015982103415,2,1,2,1,56,9,3,0,0,1,0,0,9,3,-1
2015982103615,1,1,1,1,19,4,3,0,0,0,0,0,9,2,-1
2015982103715,1,1,3,1,12,3,3,5,3,0,0,0,0,2,-1
2015982103915,2,1,1,1,63,9,3,0,0,0,0,0,9,2,10
2015982103915,2,2,2,2,61,9,3,0,0,1,0,0,9,2,10
2015982104315,1,2,1,1,27,6,3,0,0,0,0,0,9,1,-1
2015982104315,2,1,1,2,36,7,3,0,0,0,0,0,9,3,-1
2015982104515,2,1,1,1,69,10,3,0,0,0,0,0,1,2,-1
2015982104615,1,1,1,1,56,9,3,0,0,0,0,0,9,3,-1
2015982104615,2,2,1,2,53,8,3,0,0,0,0,0,9,1,-1
2015982104615,2,3,2,2,51,8,3,0,0,1,0,0,9,1,-1
2015982104615,2,4,2,2,53,8,3,0,0,2,0,0,9,2,-1
2015982105115,1,1,1,2,35,6,2,0,0,0,0,0,5,-1,-1
2015982105315,1,1,1,1,88,11,2,0,0,0,0,0,9,2,-1
2015982105315,2,2,1,1,42,7,3,0,0,0,0,0,20,2,-1
2015982105515,1,1,1,2,13,3,3,0,0,0,0,0,1,2,-1
2015982105915,1,1,2,2,72,10,3,0,0,0,3,0,11,3,-1
2015982106015,2,1,1,2,35,6,3,0,0,0,0,0,9,1,-1
2015982106115,1,1,2,1,41,7,2,0,0,2,0,0,9,-1,-1
2015982106215,1,1,1,2,81,11,3,0,0,0,0,0,9,3,-1
2015982106415,1,1,1,2,72,10,3,0,0,0,0,0,9,2,-1
2015982106615,2,1,2,2,40,7,3,0,0,1,0,0,9,2,-1
2015982106615,2,2,2,2,10,2,3,0,0,2,0,0,9,2,-1
2015982106715,1,1,1,2,74,10,3,0,0,0,0,0,9,2,-1
2015982107215,1,1,3,1,94,11,3,8,3,0,0,0,0,2,-1
2015982108015,2,1,1,1,16,4,3,0,0,0,0,0,1,2,-1
2015982108115,1,1,1,1,53,8,3,0,0,0,0,0,5,1,10
2015982108215,1,1,1,1,21,5,3,0,0,0,0,0,1,2,-1
2015982108715,2,1,1,1,62,9,3,0,0,0,0,0,11,1,-1
2015982109015,1,1,1,1,54,8,3,0,0,0,0,0,5,2,-1
2015982109115,2,1,1,2,59,9,3,0,0,0,0,0,9,3,-1
2015982109815,1,1,1,1,39,7,3,0,0,0,0,0,17,3,-1
2015982110915,1,1,1,1,24,5,3,0,0,0,0,0,9,3,-1
2015982111015,1,1,1,1,40,7,3,0,0,0,0,0,21,-1,-1
2015982111215,2,1,1,1,35,6,3,0,0,0,0,0,9,3,-1
2015982111315,1,1,1,1,39,7,3,0,0,0,0,0,9,1,-1
2015982111615,2,1,1,2,60,9,3,0,0,0,0,0,9,3,-1
2015982112415,1,1,1,2,20,4,3,0,0,0,0,0,9,3,-1
2015982112415,2,2,1,1,53,8,3,0,0,0,0,0,9,-1,-1
2015983100615,1,1,1,1,58,9,2,0,0,0,0,0,9,3,-1
2015983101115,1,1,1,1,18,4,3,0,0,0,0,0,9,3,-1
2015983101115,1,2,2,1,23,5,3,0,0,1,0,0,9,3,-1
2015983101115,1,3,2,1,16,4,3,0,0,2,0,0,9,3,-1
2015983101315,1,1,1,2,45,7,3,0,0,0,0,0,9,3,-1
2015983102115,1,1,1,2,21,5,3,0,0,0,0,0,9,1,-1
2015983102515,1,1,1,1,59,9,3,0,0,0,0,0,9,1,-1
2015983102715,1,1,1,2,75,10,3,0,0,0,0,0,9,1,-1
2015983103615,1,1,1,1,59,9,2,0,0,0,0,0,9,1,-1
2015983103815,1,1,1,1,18,4,2,0,0,0,0,0,9,1,-1
2015983104115,1,1,3,2,47,8,3,5,3,0,0,0,0,3,-1
2015983104815,1,1,1,1,36,7,3,0,0,0,0,0,9,3,-1
2015983105415,1,1,2,2,35,6,3,0,0,0,0,0,5,2,-1
2015983106315,1,1,2,2,74,10,3,0,0,1,0,0,9,2,-1
2015983106615,2,1,1,1,42,7,3,0,0,0,0,0,19,3,-1
2015983107415,1,1,1,2,33,6,3,0,0,0,0,0,1,1,-1
2015983107615,1,1,1,2,57,9,3,0,0,0,0,0,9,1,-1
2015983107715,1,1,1,1,46,8,2,0,0,0,0,0,19,-1,-1
2015983108315,1,1,1,1,18,4,3,0,0,0,0,0,9,1,-1
2015983108715,2,1,1,2,50,8,2,0,0,0,0,0,9,3,-1
2015983109315,1,1,1,1,47,8,1,0,0,0,0,0,9,2,-1
2015983109315,2,2,1,1,34,6,3,0,0,0,0,0,21,-1,-1
2015983109615,1,1,1,2,17,4,3,0,0,0,0,0,9,1,-1
2015983110015,1,1,1,1,83,11,3,0,0,0,0,0,9,2,-1
2015983110815,1,1,3,1,49,8,1,9,5,0,0,0,0,3,-1
2015983111215,1,1,1,1,57,9,3,0,0,0,0,0,17,3,-1
2015983112115,1,1,1,2,23,5,3,0,0,0,0,0,9,3,-1
2015983112415,2,1,2,1,23,5,3,0,0,1,0,0,9,1,-1
2015983112715,2,1,1,1,57,9,3,0,0,0,0,0,1,1,-1
2015983113115,1,1,1,1,46,8,3,0,0,0,0,0,9,3,-1
2015983113215,1,1,3,2,17,4,3,6,7,0,0,0,0,3,-1
2015983113315,2,1,1,2,59,9,3,0,0,0,0,0,22,1,-1
2015983114015,1,1,3,2,69,10,3,6,8,0,0,0,0,-1,-1
2015983114215,1,1,3,1,70,10,3,9,9,0,0,0,0,-1,-1
2015983114415,1,1,1,1,19,4,3,0,0,0,0,0,9,3,-1
2015983114615,1,1,3,1,12,3,3,5,3,0,0,0,0,2,-1
2015983114815,1,1,2,1,25,5,3,0,0,1,0,0,9,2,-1
2015983114915,1,1,3,2,13,3,2,8,1,0,0,0,0,3,-1
2015983115015,1,1,1,1,18,4,3,0,0,0,0,0,9,3,-1
2015983115515,1,1,1,1,45,7,3,0,0,0,0,0,1,1,-1
2015983116415,2,1,1,1,72,10,3,0,0,0,0,0,9,2,-1
2015983116415,2,2,2,2,70,10,3,0,0,1,0,0,9,2,-1
2015983117015,1,1,1,1,41,7,2,0,0,0,0,0,3,1,-1
2015983117115,1,1,1,1,26,6,3,0,0,0,0,0,19,1,-1
2015983117115,2,2,1,1,28,6,3,0,0,0,0,0,9,3,-1
2015983117115,2,3,2,1,61,9,3,0,0,1,0,0,9,3,-1
2015983117115,3,4,1,1,23,5,3,0,0,0,0,0,9,1,5
2015983117115,4,5,1,2,46,8,3,0,0,0,0,0,9,3,-1
2015983117115,4,6,2,2,28,6,3,0,0,1,0,0,9,3,-1
2015983117815,1,1,3,2,29,6,3,5,1,0,0,0,0,1,-1
2015983118215,1,1,3,1,20,4,3,5,1,0,0,0,0,1,-1
2015983118915,2,1,1,2,69,10,3,0,0,0,0,0,9,2,-1
2015983119015,1,1,1,1,28,6,3,0,0,0,0,0,9,1,3
2015983119315,1,1,3,1,14,3,3,5,1,0,0,0,0,3,-1
2015983119415,1,1,3,2,60,9,3,1,1,0,0,0,0,1,-1
2015983119615,1,1,1,1,45,7,3,0,0,0,0,0,9,3,-1
2015983119615,2,2,1,1,33,6,3,0,0,0,0,0,9,1,-1
2015983119615,3,3,1,1,54,8,3,0,0,0,0,0,9,2,-1
2015983121215,1,1,1,1,25,5,2,0,0,0,0,0,3,1,-1
2015983121415,1,1,1,1,68,10,3,0,0,0,0,0,9,1,7
2015983121815,1,1,1,2,46,8,3,0,0,0,0,0,9,1,-1
2015983121915,2,1,1,1,70,10,3,0,0,0,0,0,1,1,-1
2015983122115,1,1,1,1,34,6,3,0,0,0,0,0,9,3,-1
2015983122115,2,2,1,2,42,7,3,0,0,0,0,0,20,3,-1
2015983122115,2,3,2,2,28,6,3,0,0,2,0,0,20,2,-1
2015983122115,2,4,2,2,48,8,3,0,0,2,0,0,20,2,-1
2015983122115,2,5,2,2,29,6,3,0,0,2,0,0,20,1,-1
2015983122115,2,6,2,2,48,8,3,0,0,1,0,0,20,1,-1
2015983122315,2,1,1,1,67,10,3,0,0,0,0,0,9,2,-1
2015983122515,1,1,2,1,77,11,3,0,0,1,0,0,9,3,-1
2015983122715,1,1,2,2,20,4,3,0,0,2,0,0,9,3,-1
2015983122715,1,2,2,2,48,8,3,0,0,1,0,0,9,3,-1
2015983122915,2,1,1,2,27,6,3,0,0,0,0,0,9,3,-1
2015983123415,1,1,1,2,23,5,3,0,0,0,0,0,9,1,-1
2015983123615,1,1,1,1,64,9,3,0,0,0,0,0,11,3,-1
2015983123615,1,3,2,2,65,9,3,0,0,0,4,0,11,1,-1
2015983123615,1,4,2,2,63,9,3,0,0,0,3,0,11,1,-1
